"sponser_name","sponser_level","sponser_city","sponser_state","sponser_country","sponser_description","sponser_website","sponser_linkedin","sponser_page_url"
"Swiftly","Bronze Level Sponsor","San Francisco","CA","United States","Swiftly is a leading technology and solutions provider for retailers, offering innovative tools that drive engagement and enable them to own the digital relationship with shoppers across all channels. The company’s Retail Tools, Mobile Platform, Analytics and Insights, and Retail Media Network are integrated into one robust, unified technology platform that allows retailers to accelerate sales and build loyalty. Customers who partner with Swiftly reach more shoppers and amplify campaigns more efficiently using their own first-party data. Trusted by hundreds of iconic brands, Swiftly empowers brick-and-mortar retailers to compete and succeed in the growing digital marketplace.","http://www.swiftly.com","https://www.linkedin.com/company/swiftlysystems","https://nrfbigshow.nrf.com/company/swiftly"
"Syndigo","Bronze Level Sponsor","Chicago","IL","United States","Syndigo  is the first Active Content Engine built to power modern commerce by enabling the continual flow of data and content throughout the entire commerce ecosystem. With industry-leading data management, syndication, and analytics, combined with the largest two-sided network for content distribution, we deliver accurate information that improves decision-making and accelerates sales on every shelf. Syndigo serves more than 12,000 manufacturers, and 1,750 retailers and distributors globally across key industries including grocery, foodservice, hardlines, home improvement/DIY, pet, health and beauty, automotive, apparel, oil & gas, and healthcare.","http://www.syndigo.com","https://www.linkedin.com/company/syndigo/","https://nrfbigshow.nrf.com/company/syndigo"
"Tableau Software, LLC.","Bronze Level Sponsor","Seattle","WA","United States","Tableau helps people and organizations become more data-driven as the trusted leader in analytics. The Tableau platform provides the breadth and depth of capabilities to serve the needs of even the largest global enterprises in a seamless, integrated experience.  Tableau is designed to fit, not dictate your data strategy, and adapts to your environment with unmatched flexibility and choice, while meeting the toughest governance and security requirements. People love using Tableau because it is both powerful and intuitive—and offers a fundamentally different user experience by empowering people of all skill levels to explore and analyze data using visuals and natural language. Tableau has become the standard language of analytics for modern business users and continues to lead the industry with the most passionate and engaged user community in analytics, a customer base with millions of users at more than 86,000 organizations, and a deep commitment to customer-focused innovation.","https://www.tableau.com/","","https://nrfbigshow.nrf.com/company/tableau-software-llc"
"Tailoor","Bronze Level Sponsor","Milano","","Italy","","https://tailoor.com/","https://www.linkedin.com/company/tailoor/","https://nrfbigshow.nrf.com/company/tailoor"
"Tulip","Bronze Level Sponsor","Kitchener","ON","Canada","Tulip provides a suite of cloud-based solutions that power the modern store experience.  Partnered with Apple and Salesforce, Tulip equips sophisticated retailers to build connections with customers, fulfill orders, checkout purchases, and optimize operations in order to create the end-to-end experience modern customers expect. Leading retailers like Mulberry, Saks Fifth Avenue, Indigo, Kate Spade, Purolator, and Michael Kors use Tulip to elevate the shopping experience, increase sales, and improve customer service across channels. Visit tulip.com to learn more.","http://www.tulip.com","https://www.linkedin.com/company/tulip-retail/","https://nrfbigshow.nrf.com/company/tulip"
"Twilio Inc.","Bronze Level Sponsor","San Francisco","CA","United States","Twilio is the world’s leading Retail Customer Engagement Platform, combining the power of real-time, first party data with reliable communication channels like voice, messaging, and email. With Twilio, brands can build seamless retail experiences, by unifying and activating customer data and delivering personalized interactions at scale. Twilio provides the flexible platform and APIs for you to reach customers on their terms to satisfy expectations and build trusted, lasting relationships.","http://www.twilio.com","https://www.linkedin.com/company/twilio-inc-/","https://nrfbigshow.nrf.com/company/twilio-inc"
"UKG","Bronze Level Sponsor","Lowell","MA","United States","At UKG (Ultimate Kronos Group), our purpose is people™.  UKG’s award-winning solutions for human capital management, workforce management, HR service delivery, and task management provide robust automation and easy-to-use tools that deliver the mobility, self-service, communication, and flexibility today’s retail workforce demands, so your organization can achieve sustained success.  Stop by for a demo of our HCM and workforce management solutions. We’ll show you how you can: Promote trust and give employees a sense of pride in their work with fair, transparent, and accurate time and pay Maximize labor productivity and optimize spend with AI-powered workforce planning, forecasting, and scheduling Drive inclusion by staying connected with your people and empowering them to own their schedule, communication, and tasks To learn more, visit www.ukg.com/nrf.","https://www.ukg.com/nrf","https://www.linkedin.com/company/ukg","https://nrfbigshow.nrf.com/company/ukg"
"UST","Bronze Level Sponsor","Aliso Viejo","CA","United States","UST is a purpose-driven technology company that collaborates with our customers to provide boundless impact. Our global team of technology professionals provides advanced digital transformation services, products, and platforms to enterprises worldwide. Our solutions are designed, developed, and deployed to exceed the expectations of our clients, enabling the transformation of their business and improving the lives of their customers. Visit us at booth #4051 where you can meet the leaders of our Strategic Retail Solutions team, individuals who have historically been responsible for some of retail technology's biggest innovations. We will be demonstrating some of our cutting-edge retail innovations around:  Demand Forecasting   Blue Yonder Planning   Supply Chain Security   Supply Chain Visibility  Head to our booths #4051 to learn how to revolutionize your retail experience.","http://www.ust.com","","https://nrfbigshow.nrf.com/company/ust"
"Vestcom","Bronze Level Sponsor","Little Rock","AR","United States","Vestcom is the industry leader in shelf-edge media for Retailers and CPGs. Our data-integrated media solutions engage shoppers at their point of decision to enrich the shopping experience, while driving profitable growth. For more than 30 years, Vestcom’s patented shelf-edge innovation has been relied upon by 70+ retailers across more than 60,000 stores, partnering to engage more than 600 CPGs through our shelfAdz® media solution. Vestcom is a standalone business unit of Avery Dennison, a global Fortune 500 company. Learn more at www.vestcom.com.","https://vestcom.com/","https://www.linkedin.com/company/vestcom/","https://nrfbigshow.nrf.com/company/vestcom"
"Xcheng Holding","Bronze Level Sponsor","Shanghai","","China","The company was established in 2016 with the mission of ""enable every enterprise to enjoy the efficiency improvement brought by technological innovation"", and is committed to integrating digital scenario solutions, intelligent hardware core technology research and development, intelligent manufacturing, etc. through high-quality products and services resources to provide complete intelligent hardware solutions for the digital development of global enterprises.  XC Tech adheres to the core concept of scientific and technological innovation, and has a comprehensive layout around ""digitalization + hardware"". It has: digital scenario analysis, Xiangcheng laboratory, new technology exploration, core technology research and development, digital intelligent manufacturing automatic factory strategic sectors; business covers smart retail, Digital payment, logistics, warehousing, medical care, smart office, smart manufacturing, smart city, smart agriculture, smart mapping, etc","","","https://nrfbigshow.nrf.com/company/xcheng-holding"
